instance,added_at,updated_at,checked_at,uptime,up,dead,version,ipv6,https_score,https_rank,obs_score,obs_rank,users,statuses,connections,open_registrations,topic
bowlofpetunias.net,2022-11-22T14:40:07.002Z,2024-10-30T12:35:07.219Z,2024-10-30T12:35:07.219Z,1,true,false,,false,100,A+,80,B+,2,35,3871,true,Mastodon
fedi.dequis.org,2022-11-22T15:20:31.552Z,2024-10-30T12:30:41.068Z,2024-10-30T12:30:41.068Z,1,true,false,,true,5,"F ",30,"D ",1,10,120,true,dequis.org
mastodon.faked.org,2022-11-22T15:20:31.996Z,2024-10-30T12:30:41.762Z,2024-10-30T12:30:41.762Z,1,true,false,4.3.1,true,100,A+,130,A+,2,7,2945,true,mastodon.faked.org
gardenstate.social,2022-11-22T15:25:03.500Z,2024-10-30T12:45:13.336Z,2024-10-30T12:45:13.336Z,1,true,false,4.3.1,false,5,"F ",125,A+,683,42676,24897,true,Garden State Social
fuzaxx.de,2022-11-22T15:48:26.568Z,2024-10-30T12:36:41.491Z,2024-10-30T12:36:41.491Z,1,true,false,4.3.1,true,5,"F ",125,A+,3,14,4695,true,TB's Mastodon
mastodon.blueworlds.org,2022-11-22T16:23:31.880Z,2024-10-30T12:30:26.675Z,2024-10-30T12:30:26.675Z,1,true,false,,false,10,"E ",125,A+,2,6,1931,true,Mastodon
chalk.moe,2022-11-22T16:23:32.562Z,2024-10-30T12:36:58.818Z,2024-10-30T12:36:58.818Z,1,true,false,,true,5,"F ",80,B+,21,23643,5333,true,Chalkboard
kaartinen.social,2022-11-22T16:50:33.840Z,2024-10-30T12:32:09.903Z,2024-10-30T12:32:09.903Z,1,true,false,4.3.0,true,5,"F ",125,A+,4,1578,7684,true,Kaartinen.social
social.hell0friend.de,2022-11-22T17:15:02.290Z,2024-10-30T12:31:54.613Z,2024-10-30T12:31:54.613Z,1,true,false,,false,10,"E ",80,B+,2,0,5482,true,hell0friend
elonsucks.org,2022-11-22T18:00:49.518Z,2024-10-30T12:31:10.718Z,2024-10-30T12:31:10.718Z,1,true,false,4.1.5,true,5,"F ",80,B+,153,8856,26533,true,ElonSucks.org
4bear.com,2022-11-22T20:23:55.844Z,2024-10-30T12:35:24.988Z,2024-10-30T12:35:24.988Z,1,true,false,,false,5,"F ",80,B+,1363,134252,22176,true,4Bear.com
frenfiverse.net,2022-11-22T20:44:10.768Z,2024-10-30T12:30:14.039Z,2024-10-30T12:30:14.039Z,1,true,false,,false,10,"E ",125,A+,138,6481,13683,true,Frenfiverse
pleroma.fordfairlaneonline.com,2022-11-22T21:14:52.177Z,2024-10-30T13:15:19.861Z,2024-10-30T13:15:19.861Z,1,true,false,,true,5,"F ",80,B+,5,18,2720,true,pleroma.fordfairlaneonline.com
dutchcaribbean.social,2022-11-22T21:48:54.829Z,2024-10-30T12:45:08.466Z,2024-10-30T12:45:08.466Z,1,true,false,,false,0,,125,A+,3,91,3032,true,Dutch Caribbean Mastodon
ballhaus.community,2022-11-22T21:48:54.906Z,2024-10-30T12:30:03.747Z,2024-10-30T12:30:03.747Z,1,true,false,4.0.2,false,0,"T ",120,A+,15,469,6890,true,Ballhaus
mastodon.effektio.org,2022-11-22T21:50:49.119Z,2024-10-30T12:30:13.844Z,2024-10-30T12:30:13.844Z,1,true,false,4.0.0rc3,true,100,A+,60,C+,2,869,6364,true,Mastodon
dataplatform.social,2022-11-22T21:55:03.024Z,2024-10-30T12:36:43.419Z,2024-10-30T12:36:43.419Z,1,true,false,,true,5,"F ",125,A+,232,10520,15671,true,Data Platform
oberberg.nrw,2022-11-22T22:37:02.628Z,2024-10-30T12:31:55.803Z,2024-10-30T12:31:55.803Z,1,false,false,4.3.0,true,100,A+,125,A+,19,3498,6591,true,oberberg.nrw
mastodon.futurelab.social,2022-11-22T22:54:07.658Z,2024-10-30T12:30:26.176Z,2024-10-30T12:30:26.176Z,1,true,false,,false,0,,125,A+,4,772,10734,true,FutureLab
zoo.retro-ink.com,2022-11-22T23:25:44.561Z,2024-10-30T12:36:51.642Z,2024-10-30T12:36:51.642Z,1,true,false,,false,5,"F ",125,A+,44,5155,2492,true,逃避先としてのZoo
fedi.wersdoerfer.de,2022-11-22T23:25:45.091Z,2024-10-30T12:35:55.338Z,2024-10-30T12:35:55.338Z,1,true,false,4.3.0,false,5,"F ",125,A+,3,699,10261,true,Mastodon
bluefox.social,2022-11-23T01:55:04.001Z,2024-10-30T12:35:43.700Z,2024-10-30T12:35:43.700Z,1,true,false,4.3.0,true,100,A+,125,A+,5,477,6526,true,BlueFox Social 🦊💙
publicgoods.social,2022-11-23T04:18:21.933Z,2024-10-30T12:30:43.164Z,2024-10-30T12:30:43.164Z,1,true,false,,false,100,A+,125,A+,16,834,8821,true,Mastodon
montereybay.social,2022-11-23T04:18:22.883Z,2024-10-30T12:31:01.400Z,2024-10-30T12:31:01.400Z,1,true,false,4.3.0,true,100,A+,125,A+,49,25359,19822,true,Monterey Bay Mastodon
mastodon.polyphony.me,2022-11-23T04:50:20.169Z,2024-10-30T12:31:24.322Z,2024-10-30T12:31:24.322Z,1,false,false,3.5.3,false,0,,80,B+,3,5,1034,true,Polyphony
strangeplace.me,2022-11-23T04:50:20.944Z,2024-10-30T12:35:42.628Z,2024-10-30T12:35:42.628Z,1,true,false,,true,5,"F ",125,A+,10,9498,14373,true,Mastodon
talkedabout.social,2022-11-23T04:55:04.331Z,2024-10-30T12:35:51.222Z,2024-10-30T12:35:51.222Z,1,true,false,3.5.3,false,5,"F ",80,B+,13,25653,14817,true,TalkedAbout Social
witten.social,2022-11-23T05:56:21.949Z,2024-10-30T12:32:04.698Z,2024-10-30T12:32:04.698Z,1,true,false,,true,5,"F ",125,A+,13,390,119836,true,witten.social
mastodon.vandewaetere.be,2022-11-23T06:30:14.804Z,2024-10-30T12:31:23.336Z,2024-10-30T12:31:23.336Z,1,true,false,4.2.8,false,10,"E ",125,A+,2,21,3171,true,Mastodon
fv.reveca.es,2022-11-23T06:30:15.218Z,2024-10-30T12:30:20.793Z,2024-10-30T12:30:20.793Z,1,true,false,,false,10,"E ",80,B+,266,279,2532,true,fv.reveca.es
social.yolo.ventures,2022-11-23T06:30:15.919Z,2024-10-30T12:35:58.614Z,2024-10-30T12:35:58.614Z,1,true,false,4.0.2,false,100,A+,120,A+,3,0,8,true,Mastodon
swisttal.social,2022-11-23T06:30:16.449Z,2024-10-30T12:31:46.681Z,2024-10-30T12:31:46.681Z,1,true,false,,true,10,"E ",125,A+,8,66,2017,true,Mastodon @ swisttal.social
patesadon.com,2022-11-23T06:30:18.771Z,2024-10-30T12:35:42.475Z,2024-10-30T12:35:42.475Z,1,true,false,4.0.2,false,10,"E ",75,"B ",79,56262,74,true,patesadon
friends.speck.blue,2022-11-23T07:40:44.710Z,2024-10-30T12:31:22.413Z,2024-10-30T12:31:22.413Z,1,true,false,,true,100,A+,125,A+,1,6,1368,true,Charm Friends
qwwwq.cat,2022-11-23T08:25:05.535Z,2024-10-30T12:36:57.381Z,2024-10-30T12:36:57.381Z,1,true,false,4.0.2,true,5,"F ",75,"B ",42,3698,1979,true,Mastodon
tootsmcgoots.io,2022-11-23T08:35:09.660Z,2024-10-30T12:36:46.669Z,2024-10-30T12:36:46.669Z,1,true,false,,true,10,"E ",125,A+,7,708,14595,true,Toots McGoots
mastodon.chrisduffley.com,2022-11-23T08:35:09.690Z,2024-10-30T12:30:28.224Z,2024-10-30T12:30:28.224Z,1,true,false,,false,5,"F ",125,A+,23,140212,8398,true,The Chris Duffley Club
social.asturias.red,2022-11-23T08:45:04.708Z,2024-10-30T12:36:32.844Z,2024-10-30T12:36:32.844Z,1,true,false,4.3.1,false,10,"E ",80,B+,3,260,3384,true,Asturias.red
iway.social,2022-11-23T09:06:29.336Z,2024-10-30T12:31:00.565Z,2024-10-30T12:31:00.565Z,1,true,false,,true,5,"F ",125,A+,5,50,161,true,iway.social Mastodon
crosstalk.tech,2022-11-23T09:06:29.861Z,2024-10-30T12:30:12.943Z,2024-10-30T12:30:12.943Z,1,true,false,,false,5,"F ",80,B+,117,8298,14128,true,Crosstalk Solutions Official Mastodon Server
slonik.0chan.ru,2022-11-23T09:12:40.284Z,2024-10-30T12:35:06.164Z,2024-10-30T12:35:06.164Z,1,true,false,3.5.3,true,5,"F ",80,B+,56,1006,2207,true,0chan
snailedit.social,2022-11-23T09:15:31.619Z,2024-10-30T12:50:03.376Z,2024-10-30T12:50:03.376Z,1,true,false,4.3.1+snailedit.2,true,10,"E ",115,A+,70,3019,18135,true,SnailedIt.social
jaxbeach.social,2022-11-23T12:45:06.318Z,2024-10-30T12:31:57.198Z,2024-10-30T12:31:57.198Z,1,true,false,,true,10,"E ",125,A+,822,615,11283,true,"Jacksonville Beach, FL Social Server"
uddannelse.social,2022-11-23T14:40:44.744Z,2024-10-30T12:35:07.773Z,2024-10-30T12:35:07.773Z,1,true,false,,false,5,"F ",125,A+,121,8367,15271,true,Uddannelse
pan.rent,2022-11-23T14:40:45.131Z,2024-10-30T12:36:34.570Z,2024-10-30T12:36:34.570Z,1,true,false,,false,100,A+,125,A+,28,3417,18244,true,Pan
liberalsociety.uk,2022-11-23T14:42:13.069Z,2024-10-30T12:36:29.614Z,2024-10-30T12:36:29.614Z,1,true,false,4.0.2,false,5,"F ",120,A+,1,0,2,true,The Liberal Society UK
mastodon.xn--q9jyb4c,2022-11-23T14:51:25.852Z,2024-10-30T12:31:29.237Z,2024-10-30T12:31:29.237Z,1,true,false,4.2.9,false,100,A+,80,B+,29,331,6999,true,Mastodonみんな
lawsocial.org,2022-11-23T14:55:06.382Z,2024-10-30T12:36:36.360Z,2024-10-30T12:36:36.360Z,1,false,false,4.2.3,true,5,"F ",125,A+,96,1882,5605,true,LawSocial
social.circl.lu,2022-11-23T18:55:40.330Z,2024-10-30T12:36:40.522Z,2024-10-30T12:36:40.522Z,1,true,false,,true,5,"F ",125,A+,145,15366,14112,true,social.circl.lu
lux-nightclub.com,2022-11-23T21:45:19.453Z,2024-10-30T13:15:23.875Z,2024-10-30T13:15:23.875Z,1,true,false,,false,5,"F ",75,"B ",49,1623,6723,true,Lux Nightclub
app.bikers.social,2022-11-23T21:47:01.942Z,2024-10-30T12:35:41.970Z,2024-10-30T12:35:41.970Z,1,true,false,,false,5,"F ",125,A+,65,11203,14243,true,Bikers Social
nerd-gemein.de,2022-11-23T22:15:35.931Z,2024-10-30T12:32:00.284Z,2024-10-30T12:32:00.284Z,1,true,false,,true,10,"E ",80,B+,4,85,5348,true,Nerd_Gemeinde
spore.social,2022-11-23T22:45:57.854Z,2024-10-30T12:35:21.146Z,2024-10-30T12:35:21.146Z,1,true,false,4.3.1,false,10,"E ",125,A+,1805,297854,30779,true,Spore by Project Mushroom
gardons.contact,2022-11-23T22:46:02.657Z,2024-10-30T12:55:04.079Z,2024-10-30T12:55:04.079Z,1,true,false,4.1.2,false,5,"F ",125,A+,2,53,3189,true,Glyptodon
social.tsueri.cloud,2022-11-23T23:25:03.175Z,2024-10-30T12:35:49.151Z,2024-10-30T12:35:49.151Z,1,true,false,4.3.1,false,100,A+,130,A+,6,270,144645,true,social.tsueri.cloud
devolver.social,2022-11-23T23:49:38.241Z,2024-10-30T12:36:07.152Z,2024-10-30T12:36:07.152Z,1,true,false,4.0.6,false,100,A+,75,"B ",7,10,735,true,Devolver Social
tldr.nettime.org,2022-11-23T23:49:38.337Z,2024-10-30T12:35:10.922Z,2024-10-30T12:35:10.922Z,1,true,false,,false,5,"F ",80,B+,536,125374,24997,true,tldr.nettime
auralis.space,2022-11-23T23:49:38.860Z,2024-10-30T12:36:51.720Z,2024-10-30T12:36:51.720Z,1,true,false,3.5.3,false,5,"F ",80,B+,3,112,15,true,Mastodon
reclaim.rocks,2022-11-23T23:55:58.050Z,2024-10-30T13:10:09.448Z,2024-10-30T13:10:09.448Z,1,true,false,,true,5,"F ",80,B+,6,2400,5030,true,Reclaim Mastodon
demtech.global,2022-11-23T23:55:58.447Z,2024-10-30T12:36:44.620Z,2024-10-30T12:36:44.620Z,1,true,false,,false,5,"F ",125,A+,5,219,8628,true,DemTech Mastodon
moe.onl,2022-11-24T01:35:02.076Z,2024-10-30T12:31:51.926Z,2024-10-30T12:31:51.926Z,1,false,false,,true,5,"F ",65,B-,85,4277,12360,true,moe.onl
pix.darkou.fr,2022-11-24T02:01:54.908Z,2024-10-30T12:31:54.803Z,2024-10-30T12:31:54.803Z,1,false,false,,false,0,,80,B+,4,5,3,true,pixelfed
dial.modem.show,2022-11-24T04:15:04.009Z,2024-10-30T12:35:59.129Z,2024-10-30T12:35:59.129Z,1,true,false,,true,5,"F ",130,A+,5,497,11609,true,dial.modem.show
osten.social,2022-11-24T05:20:45.755Z,2024-10-30T12:31:54.312Z,2024-10-30T12:31:54.312Z,1,true,false,4.3.1,true,5,"F ",125,A+,15,188,14344,true,Mastodon
social.wakemu.fr,2022-11-24T05:46:27.955Z,2024-10-30T13:10:03.634Z,2024-10-30T13:10:03.634Z,1,true,false,,true,5,"F ",125,A+,4,3042,12096,true,wakemu.fr
pleroma.thisawfuldungeon.art,2022-11-24T05:48:37.667Z,2024-10-30T12:30:29.747Z,2024-10-30T12:30:29.747Z,1,true,false,,true,100,A+,110,A+,105,2225,4356,true,This Awful Dungeon
social.toxwat.cz,2022-11-24T05:48:37.773Z,2024-10-30T12:35:52.862Z,2024-10-30T12:35:52.862Z,1,true,false,,false,5,"F ",80,B+,3,7,351,true,Tsocial
m.onweb.idv.tw,2022-11-24T05:48:40.130Z,2024-10-30T12:31:11.420Z,2024-10-30T12:31:11.420Z,1,true,false,4.3.1,false,0,,125,A+,5,27,782,true,Onweb
mastodon.toti.is,2022-11-24T05:48:40.407Z,2024-10-30T12:36:31.393Z,2024-10-30T12:36:31.393Z,1,true,false,4.0.2,false,100,A+,120,A+,1,13,2,true,Mastodon
agilealliance.social,2022-11-24T05:48:41.711Z,2024-10-30T12:31:48.916Z,2024-10-30T12:31:48.916Z,1,true,false,4.3.1,false,10,"E ",125,A+,157,9172,19324,true,Agile Alliance Mastodon
westen.social,2022-11-24T05:48:46.584Z,2024-10-30T12:36:35.752Z,2024-10-30T12:36:35.752Z,1,true,false,4.3.1,true,5,"F ",125,A+,10,30,7592,true,westen.social
social.learntosolveit.com,2022-11-24T06:14:32.207Z,2024-10-30T12:35:39.253Z,2024-10-30T12:35:39.253Z,1,true,false,4.3.1,false,10,"E ",125,A+,2,107,1595,true,LearnToSolveIt Social
alleysmith.family,2022-11-24T06:50:01.487Z,2024-10-30T12:35:03.025Z,2024-10-30T12:35:03.025Z,1,true,false,,false,5,"F ",125,A+,4,1053,7602,true,Mastodon
m.bavetta.com,2022-11-24T07:24:28.542Z,2024-10-30T13:15:07.198Z,2024-10-30T13:15:07.198Z,1,true,false,4.3.1,false,5,"F ",125,A+,5,9,41964,true,Bavetta Mastodon
mastoot.fr,2022-11-24T09:05:02.719Z,2024-10-30T12:30:58.880Z,2024-10-30T12:30:58.880Z,1,true,false,4.3.1,true,5,"F ",80,B+,1029,31177,16915,true,Mastodon — Mastoot.fr
soapbox.smbi.community,2022-11-24T10:05:28.163Z,2024-10-30T12:36:08.961Z,2024-10-30T12:36:08.961Z,1,true,false,4.0.2,false,100,A+,120,A+,4,69,634,true,Mastodon
straightouttacotton.com,2022-11-24T10:45:03.415Z,2024-10-30T12:55:06.364Z,2024-10-30T12:55:06.364Z,1,true,false,,true,10,"E ",80,B+,14,2,3,true,straightouttacotton
buecher.pnpde.social,2022-11-24T11:13:59.637Z,2024-10-30T12:35:22.681Z,2024-10-30T12:35:22.681Z,1,true,false,0.7.4,true,100,A+,115,A+,124,3843,0,true,pnpde.social Bücherwurm
mastodon.starnet.cz,2022-11-24T11:44:10.322Z,2024-10-30T12:30:23.612Z,2024-10-30T12:30:23.612Z,1,true,false,,true,5,"F ",125,A+,7,886,5695,true,STARNET
social.itu.dk,2022-11-24T11:44:10.551Z,2024-10-30T12:36:25.631Z,2024-10-30T12:36:25.631Z,1,true,false,4.2.1,false,5,"F ",80,B+,26,510,6608,true,social.ITU.dk
sddn.space,2022-11-24T13:15:40.846Z,2024-10-30T12:35:44.305Z,2024-10-30T12:35:44.305Z,1,true,false,,true,5,"F ",125,A+,14,661,7641,true,sddn.space
mastodon.hackerfoo.com,2022-11-24T14:00:45.490Z,2024-10-30T12:30:40.695Z,2024-10-30T12:30:40.695Z,1,true,false,,true,100,A+,80,B+,3,77,4228,true,Mastodon
t.chadole.com,2022-11-24T15:35:56.379Z,2024-10-30T12:50:13.032Z,2024-10-30T12:50:13.032Z,1,true,false,4.3.1,false,100,A+,125,A+,177,49349,9264,true,차돌이네
billys.mom,2022-11-24T17:02:52.780Z,2024-10-30T12:50:05.327Z,2024-10-30T12:50:05.327Z,1,true,false,4.3.1,true,10,"E ",125,A+,24,1192,14213,true,Billy's Mom
tired.umbreon.online,2022-11-24T17:15:03.031Z,2024-10-30T12:31:38.936Z,2024-10-30T12:31:38.936Z,1,true,false,,false,10,"E ",55,"C ",1,3923,4116,true,tired umbreon online
stamps.town,2022-11-24T22:39:38.963Z,2024-10-30T13:15:08.326Z,2024-10-30T13:15:08.326Z,1,true,false,4.0.2,false,5,"F ",120,A+,3,8,234,true,Mastodon
hometech.social,2022-11-24T22:40:46.394Z,2024-10-30T12:32:09.143Z,2024-10-30T12:32:09.143Z,1,true,false,,false,5,"F ",130,A+,1952,8958,20198,true,HomeTech.Social
dotexperiment.org,2022-11-24T22:40:47.398Z,2024-10-30T12:35:41.582Z,2024-10-30T12:35:41.582Z,1,true,false,4.3.1,false,0,,125,A+,2,75,3850,true,Dot Org
classicalmusic.social,2022-11-24T23:45:07.189Z,2024-10-30T12:36:02.470Z,2024-10-30T12:36:02.470Z,1,true,false,4.2.1,false,5,"F ",125,A+,80,3757,13603,true,classicalmusic.social
aisler.social,2022-11-24T23:45:07.845Z,2024-10-30T12:35:28.143Z,2024-10-30T12:35:28.143Z,1,true,false,4.1.2,false,5,"F ",130,A+,6,165,3503,true,Aisler
beyondgender.social,2022-11-24T23:45:08.419Z,2024-10-30T12:50:13.059Z,2024-10-30T12:50:13.059Z,1,true,false,4.3.1,true,10,"E ",125,A+,8,164,7550,true,Mastodon
social.khaus.io,2022-11-24T23:45:10.108Z,2024-10-30T12:32:00.795Z,2024-10-30T12:32:00.795Z,1,true,false,,false,5,"F ",80,B+,2,489,14903,true,KHaus Social
social.sdf.org,2022-11-25T01:53:16.553Z,2024-10-30T13:15:03.906Z,2024-10-30T13:15:03.906Z,1,true,false,,false,5,"F ",125,A+,302,71359,20975,true,SDF Social
toot.snipesearch.co.uk,2022-11-25T01:53:16.574Z,2024-10-30T12:35:24.024Z,2024-10-30T12:35:24.024Z,1,true,false,3.5.3,false,5,"F ",80,B+,31,1677,15501,true,SnipeSearch Toot
wisdomhole.com,2022-11-25T02:52:09.849Z,2024-10-30T13:10:09.592Z,2024-10-30T13:10:09.592Z,1,true,false,4.0.2,false,5,"F ",120,A+,12,13751,7571,true,WisdomHole’s Mastodon
social.tupo.space,2022-11-25T05:06:25.681Z,2024-10-30T13:15:12.144Z,2024-10-30T13:15:12.144Z,1,true,false,,true,5,"F ",125,A+,3,565,8330,true,Tupo Space Mastodon
kitsunes.club,2022-11-25T06:09:03.005Z,2024-10-30T12:31:57.253Z,2024-10-30T12:31:57.253Z,1,true,false,,true,10,"E ",65,B-,391,127892,20814,true,KitsuClub
snowmans.land,2022-11-25T06:32:56.406Z,2024-10-30T12:31:46.232Z,2024-10-30T12:31:46.232Z,1,true,false,,false,5,"F ",125,A+,8,9802,12433,true,Snowmansland
social.diamondcreeper.org,2022-11-25T06:37:51.996Z,2024-10-30T12:50:10.513Z,2024-10-30T12:50:10.513Z,1,true,false,,false,100,A+,45,C-,3,2,498,true,social.diamondcreeper.org
mastodon.apps.scolterius.net,2022-11-25T06:46:05.871Z,2024-10-30T12:31:20.208Z,2024-10-30T12:31:20.208Z,1,true,false,4.2.7,false,100,A+,125,A+,1,4,3503,true,Scolterius.Net Mastodon
kazee.social,2022-11-25T06:46:56.777Z,2024-10-30T12:31:37.679Z,2024-10-30T12:31:37.679Z,1,true,false,,false,5,"F ",125,A+,2,231,9320,true,kazee.social
trilobite.space,2022-11-25T06:46:56.876Z,2024-10-30T13:05:02.018Z,2024-10-30T13:05:02.018Z,1,true,false,,false,5,"F ",80,B+,9,452,7160,true,trilobite.space
nfld.social,2022-11-25T07:15:11.825Z,2024-10-30T13:15:20.437Z,2024-10-30T13:15:20.437Z,1,true,false,,true,5,"F ",130,A+,24,197,5459,true,NFLD Social
mastodom.social,2022-11-25T08:22:19.875Z,2024-10-30T12:35:22.273Z,2024-10-30T12:35:22.273Z,1,true,false,4.3.1,true,10,"E ",125,A+,60,55,5830,true,"mastodom.social - kinky, federated, free."
onisoc.xyz,2022-11-25T08:43:40.141Z,2024-10-30T12:32:07.851Z,2024-10-30T12:32:07.851Z,1,false,false,4.2.8,false,5,"F ",125,A+,1,100,6302,true,OniSoc.xyz
mast.qixto.com,2022-11-25T09:30:34.561Z,2024-10-30T12:36:04.958Z,2024-10-30T12:36:04.958Z,1,true,false,4.0.2,false,5,"F ",120,A+,3,0,225,true,Mastodon
eorzea.social,2022-11-25T09:58:04.368Z,2024-10-30T12:32:07.151Z,2024-10-30T12:32:07.151Z,1,true,false,4.2.0,false,10,"E ",125,A+,13,616,4413,true,Eorzea Social
toot.ebu.io,2022-11-25T10:26:35.679Z,2024-10-30T12:35:41.506Z,2024-10-30T12:35:41.506Z,1,true,false,,false,100,A+,125,A+,8,12,9,true,EBU Mastodon
republik.social,2022-11-25T10:30:10.697Z,2024-10-30T12:30:04.114Z,2024-10-30T12:30:04.114Z,1,true,false,4.3.1,true,100,A+,125,A+,18,754,11344,true,Republik
mastodon.stickbear.me,2022-11-25T10:30:11.339Z,2024-10-30T13:05:02.525Z,2024-10-30T13:05:02.525Z,1,true,false,,true,100,A+,125,A+,28,58159,14783,true,The Bear's den
aitor-sama.es,2022-11-25T12:35:08.502Z,2024-10-30T12:55:02.835Z,2024-10-30T12:55:02.835Z,1,true,false,4.0.2,false,5,"F ",120,A+,3,190,14821,true,Aitor Server
plag.gy,2022-11-25T12:35:08.833Z,2024-10-30T12:31:48.856Z,2024-10-30T12:31:48.856Z,1,true,false,,false,100,A+,125,A+,25,639,9236,true,Mastodon
social.tsst.net,2022-11-25T12:35:09.534Z,2024-10-30T12:31:39.830Z,2024-10-30T12:31:39.830Z,1,true,false,4.0.2,false,5,"F ",120,A+,2,1,716,true,Mastodon
pdx.sh,2022-11-25T23:29:16.938Z,2024-10-30T12:35:30.922Z,2024-10-30T12:35:30.922Z,1,true,false,,true,5,"F ",80,B+,135,4429,11951,true,Portlandish
guitar.rodeo,2022-11-25T23:40:44.140Z,2024-10-30T12:30:49.777Z,2024-10-30T12:30:49.777Z,1,true,false,4.3.1,false,5,"F ",125,A+,2227,12248,16865,true,Guitar Rodeo
social.sunet.se,2022-11-25T23:40:44.359Z,2024-10-30T12:31:50.258Z,2024-10-30T12:31:50.258Z,1,true,false,4.3.1,true,10,"E ",80,B+,202,1438,13704,true,Sunet Social
motern.media,2022-11-25T23:40:44.729Z,2024-10-30T12:31:32.571Z,2024-10-30T12:31:32.571Z,1,true,false,4.3.1,false,0,,80,B+,5,791,11565,true,Motern Media Mastodon
hashapp.space,2022-11-26T00:10:47.879Z,2024-10-30T12:30:12.470Z,2024-10-30T12:30:12.470Z,1,true,false,,false,5,"F ",125,A+,10,147,11851,true,"#app Mastodon"
pixelfed.v.st,2022-11-26T00:10:48.551Z,2024-10-30T12:30:55.219Z,2024-10-30T12:30:55.219Z,1,true,false,,false,10,"E ",50,"C ",5,50,488,true,v.st Pixelfed
bcast.guru,2022-11-26T00:38:47.815Z,2024-10-30T12:36:09.083Z,2024-10-30T12:36:09.083Z,1,true,false,,false,10,"E ",125,A+,4,184,10626,true,bcast.guru
sportsfeed.me,2022-11-26T00:41:36.971Z,2024-10-30T12:36:32.972Z,2024-10-30T12:36:32.972Z,1,true,false,,false,5,"F ",125,A+,112,298152,12899,true,Sports Feed Me
bihar.social,2022-11-26T01:39:15.044Z,2024-10-30T12:31:45.570Z,2024-10-30T12:31:45.570Z,1,true,false,4.0.2,false,10,"E ",75,"B ",24,688,12858,true,Bihar Social
social.msa2p.be,2022-11-26T02:20:45.225Z,2024-10-30T12:45:03.380Z,2024-10-30T12:45:03.380Z,1,true,false,4.0.2,false,5,"F ",30,"D ",2,8,0,true,Mastodon
toots.nu,2022-11-26T07:00:51.415Z,2024-10-30T12:31:56.051Z,2024-10-30T12:31:56.051Z,1,true,false,4.0.2,false,5,"F ",30,"D ",115,11356,20214,true,Toots.nu
chat.trueffzido.de,2022-11-26T07:00:51.673Z,2024-10-30T13:05:05.173Z,2024-10-30T13:05:05.173Z,1,true,false,4.3.1,true,100,A+,125,A+,2,2039,8295,true,Trueffzido
mastodon.thefword.club,2022-11-26T07:00:52.144Z,2024-10-30T12:31:03.717Z,2024-10-30T12:31:03.717Z,1,true,false,4.3.1,true,5,"F ",80,B+,2,0,2188,true,The F-Word Club
the-gathering.space,2022-11-26T07:00:52.449Z,2024-10-30T13:10:09.181Z,2024-10-30T13:10:09.181Z,1,true,false,,true,5,"F ",80,B+,4,3776,16838,true,The Gathering Space
indg.club,2022-11-26T07:00:53.858Z,2024-10-30T12:35:57.621Z,2024-10-30T12:35:57.621Z,1,true,false,4.1.1,false,5,"F ",130,A+,131,8355,18614,true,Mastodon
mastodon.monich.dk,2022-11-26T07:35:09.194Z,2024-10-30T12:30:37.360Z,2024-10-30T12:30:37.360Z,1,true,false,,false,5,"F ",125,A+,3,74,6136,true,Mastodon
mastodon.devlibre.fr,2022-11-26T07:35:09.433Z,2024-10-30T12:30:29.454Z,2024-10-30T12:30:29.454Z,1,true,false,,false,100,A+,80,B+,3,23,3229,true,Mastodon
indieapps.space,2022-11-26T07:35:11.035Z,2024-10-30T12:31:45.069Z,2024-10-30T12:31:45.069Z,1,true,false,4.2.1,false,5,"F ",80,B+,390,7761,14843,true,Indie Apps
mstdn.in.th,2022-11-26T07:35:12.105Z,2024-10-30T13:15:14.832Z,2024-10-30T13:15:14.832Z,1,true,false,4.3.1,true,5,"F ",125,A+,1397,74340,13755,true,Mastodon in Thailand
soir.wtf,2022-11-26T08:10:51.102Z,2024-10-30T12:35:41.301Z,2024-10-30T12:35:41.301Z,1,false,false,,false,10,"E ",30,"D ",1,3,107,true,soir.wtf
syringa.social,2022-11-26T08:31:45.058Z,2024-10-30T12:35:59.884Z,2024-10-30T12:35:59.884Z,1,true,false,,false,5,"F ",125,A+,121,29191,12807,true,Syringa.Social
mastodon.ehlo.world,2022-11-26T11:22:16.923Z,2024-10-30T13:15:07.447Z,2024-10-30T13:15:07.447Z,1,true,false,,false,5,"F ",80,B+,3,79,6350,true,Ehlo.world
hometown.synapthein.org,2022-11-26T13:45:03.747Z,2024-10-30T13:05:04.041Z,2024-10-30T13:05:04.041Z,1,true,false,4.0.6+hometown-1.1.1,false,100,A+,75,"B ",13,59,3509,true,Synapthein
social.halfast.com,2022-11-26T18:26:36.062Z,2024-10-30T12:35:50.600Z,2024-10-30T12:35:50.600Z,1,true,false,,false,100,A+,125,A+,2,139,9168,true,Mastodon
drumstodon.net,2022-11-26T21:21:56.037Z,2024-10-30T12:30:20.083Z,2024-10-30T12:30:20.083Z,1,true,false,4.1.0,false,100,A+,130,A+,698,3482,19004,true,Drumstodon
social.owotel.com,2022-11-27T00:00:08.959Z,2024-10-30T12:45:06.567Z,2024-10-30T12:45:06.567Z,1,true,false,,false,100,A+,120,A+,14,173,8653,true,OwOTel SOwOcial M3w3dia
